"고객번호","연령","직업","근무기간","결혼상태","부양가족수","외국인여부","주거상태","거주년수","휴대폰개인명의여부","자산","수표계좌","저축계좌","대출이력","대출목적","대출금액","당행대출건수","기타할부상환계획","거래개월수","공동대출보증인","가처분소득중할부상환금비율","신용상태"
"A0493",27,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","계좌없음","100~500만원","부채없음","오디오/TV구입",1500000,2,"없음",6,"없음",1,"우량"
"A0494",38,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"사회보장/생명보험","50만원이하","저축계좌없음","현재부채상환지연","오디오/TV구입",500000,1,"없음",6,"없음",4,"우량"
"A0495",39,"비숙련거주자","1년~4년","싱글남",2,"아니오","임대",2,0,"실자산","마이너스","100만원이하","부채없음","신차구입",2700000,2,"없음",12,"없음",3,"우량"
"A0496",20,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",4,0,"자동차/기타","마이너스","저축계좌없음","현재부채상환지연","가구장비구입",3800000,1,"없음",24,"없음",2,"불량"
"A0497",29,"관리직/자영업/숙련직/공무원","1년미만","싱글남",1,"예","임대",1,1,"모름/없음","50만원이하","100~500만원","현재부채상환지연","가구장비구입",11300000,1,"없음",36,"공동대출자있음",4,"불량"
"A0498",40,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","가구장비구입",2000000,2,"없음",24,"없음",4,"우량"
"A0499",32,"비숙련거주자","7년이상","사별/기혼남",1,"예","자가",2,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1600000,1,"없음",18,"보증인있음",4,"우량"
"A0500",28,"전문직/사무직","7년이상","이혼/별거남",2,"예","자가",4,1,"자동차/기타","50만원이상","100~500만원","부채없음","신차구입",1700000,2,"없음",6,"없음",2,"우량"
"A0501",27,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","신차구입",3900000,1,"없음",24,"없음",4,"불량"
"A0502",42,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","현재부채상환지연","중고차구입",6900000,1,"없음",36,"없음",2,"우량"
"A0503",49,"전문직/사무직","7년이상","이혼/별거남",1,"예","자가",4,0,"실자산","50만원이상","100~500만원","현재부채상환지연","오디오/TV구입",1400000,1,"없음",9,"없음",2,"우량"
"A0504",38,"전문직/사무직","1년미만","싱글남",2,"예","자가",4,0,"모름/없음","50만원이하","100~500만원","부채없음","오디오/TV구입",1500000,2,"은행",24,"없음",4,"불량"
"A0505",24,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","신차구입",1500000,1,"없음",24,"없음",4,"불량"
"A0506",27,"비숙련거주자","1년~4년","싱글남",1,"예","자가",4,0,"사회보장/생명보험","계좌없음","저축계좌없음","현재부채상환지연","신차구입",1600000,1,"없음",10,"보증인있음",4,"불량"
"A0507",36,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,1,"자동차/기타","50만원이상","500~1000만원","부채없음","중고차구입",3000000,1,"없음",15,"없음",2,"우량"
"A0508",34,"관리직/자영업/숙련직/공무원","미취업","싱글남",2,"예","자가",2,1,"사회보장/생명보험","50만원이하","100~500만원","과거연체이력","신차구입",8600000,1,"없음",15,"없음",1,"불량"
"A0509",28,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",1800000,1,"없음",24,"없음",4,"우량"
"A0510",45,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","100~500만원","현재부채상환지연","중고차구입",10800000,1,"없음",39,"없음",4,"우량"
"A0511",26,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"실자산","마이너스","100만원이하","현재부채상환지연","신차구입",1000000,1,"없음",12,"없음",4,"불량"
"A0512",32,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","영구임대",2,1,"모름/없음","계좌없음","100만원이하","현재부채상환지연","중고차구입",5900000,1,"없음",36,"없음",2,"우량"
"A0513",26,"전문직/사무직","4년~7년","싱글남",1,"예","임대",4,1,"사회보장/생명보험","50만원이상","100만원이하","현재부채상환지연","사업자금",3400000,1,"없음",15,"없음",2,"우량"
"A0514",20,"전문직/사무직","1년~4년","사별/기혼남",1,"예","임대",4,0,"실자산","50만원이하","100만원이하","당은행부채상환완료","오디오/TV구입",700000,2,"없음",12,"공동대출자있음",4,"우량"
"A0515",54,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"사회보장/생명보험","계좌없음","저축계좌없음","현재부채상환지연","신차구입",2800000,1,"없음",24,"없음",4,"우량"
"A0516",37,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"아니오","자가",3,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","신차구입",800000,2,"없음",6,"없음",4,"우량"
"A0517",40,"비숙련거주자","1년미만","싱글남",2,"아니오","자가",4,0,"실자산","마이너스","100만원이하","부채없음","신차구입",1700000,1,"없음",6,"없음",2,"우량"
"A0518",23,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",4,1,"사회보장/생명보험","계좌없음","100만원이하","부채없음","가구장비구입",8900000,2,"없음",36,"없음",2,"불량"
"A0519",43,"전문직/사무직","7년이상","싱글남",1,"예","자가",2,1,"사회보장/생명보험","마이너스","100~500만원","현재부채상환지연","신차구입",1500000,1,"없음",6,"없음",3,"우량"
"A0520",36,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,0,"모름/없음","계좌없음","저축계좌없음","부채없음","오디오/TV구입",900000,2,"없음",6,"없음",4,"우량"
"A0521",44,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,0,"모름/없음","계좌없음","100만원이하","부채없음","수리비용",6900000,2,"없음",24,"없음",3,"우량"
"A0522",24,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",4000000,1,"없음",18,"없음",2,"불량"
"A0523",53,"전문직/사무직","1년~4년","싱글남",2,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","타은행부채과다","가구장비구입",8900000,2,"없음",48,"없음",3,"불량"
"A0524",23,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",4,0,"자동차/기타","계좌없음","100~500만원","현재부채상환지연","중고차구입",4400000,1,"없음",24,"없음",3,"우량"
"A0525",26,"비숙련거주자","1년~4년","이혼/별거/기혼녀",2,"예","자가",4,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1400000,1,"없음",18,"보증인있음",4,"우량"
"A0526",30,"전문직/사무직","1년미만","싱글남",1,"예","자가",3,0,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","중고차구입",10000000,2,"없음",26,"없음",2,"우량"
"A0527",31,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",3,0,"자동차/기타","계좌없음","100~500만원","부채없음","학자금",1900000,1,"없음",15,"없음",4,"우량"
"A0528",42,"비숙련거주자","4년~7년","싱글남",2,"예","자가",1,0,"실자산","계좌없음","100만원이하","부채없음","오디오/TV구입",1900000,2,"없음",4,"없음",2,"우량"
"A0529",31,"전문직/사무직","1년~4년","이혼/별거남",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",2900000,1,"없음",36,"없음",4,"불량"
"A0530",41,"비숙련거주자","1년미만","싱글남",2,"예","자가",4,1,"실자산","마이너스","100만원이하","현재부채상환지연","신차구입",800000,1,"없음",6,"없음",3,"우량"
"A0531",32,"전문직/사무직","4년~7년","싱글남",2,"예","자가",1,0,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","학자금",2800000,2,"없음",36,"없음",3,"우량"
"A0532",28,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,1,"자동차/기타","50만원이하","100~500만원","현재부채상환지연","신차구입",3300000,2,"없음",15,"없음",2,"불량"
"A0533",41,"전문직/사무직","1년~4년","사별/기혼남",1,"예","임대",4,0,"실자산","계좌없음","100만원이하","당은행부채상환완료","중고차구입",1900000,1,"없음",12,"없음",4,"우량"
"A0534",26,"전문직/사무직","4년~7년","사별/기혼남",1,"예","자가",3,1,"사회보장/생명보험","계좌없음","100~500만원","현재부채상환지연","오디오/TV구입",1600000,1,"없음",24,"없음",4,"우량"
"A0535",25,"전문직/사무직","1년미만","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","오디오/TV구입",3900000,2,"없음",24,"없음",4,"우량"
"A0536",33,"전문직/사무직","1년미만","이혼/별거남",1,"예","임대",1,0,"자동차/기타","50만원이상","100만원이하","부채없음","학자금",2900000,1,"없음",21,"없음",2,"불량"
"A0537",75,"관리직/자영업/숙련직/공무원","미취업","이혼/별거/기혼녀",1,"예","자가",3,1,"사회보장/생명보험","마이너스","저축계좌없음","현재부채상환지연","신차구입",1700000,1,"없음",6,"없음",4,"우량"
"A0538",37,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",4,1,"사회보장/생명보험","50만원이하","100만원이하","부채없음","가구장비구입",4500000,1,"없음",18,"없음",3,"우량"
"A0539",42,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","현재부채상환지연","신차구입",9700000,1,"은행",48,"없음",4,"불량"
"A0540",45,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","50만원이상","100만원이하","현재부채상환지연","가구장비구입",3800000,1,"점포",18,"없음",1,"우량"
"A0541",23,"전문직/사무직","1년미만","사별/기혼남",1,"예","임대",1,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1900000,1,"없음",12,"없음",1,"불량"
"A0542",60,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,1,"모름/없음","계좌없음","100만원이하","당은행부채상환완료","신차구입",2500000,2,"없음",24,"없음",4,"우량"
"A0543",31,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"사회보장/생명보험","마이너스","저축계좌없음","현재부채상환지연","가구장비구입",8000000,1,"없음",30,"없음",4,"불량"
"A0544",34,"비숙련거주자","1년~4년","싱글남",2,"예","자가",1,0,"실자산","50만원이상","100만원이하","현재부채상환지연","가구장비구입",3600000,1,"없음",18,"없음",2,"불량"
"A0545",61,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,0,"실자산","계좌없음","100만원이하","부채없음","신차구입",1600000,2,"없음",12,"없음",4,"우량"
"A0546",43,"전문직/사무직","미취업","싱글남",2,"예","영구임대",2,0,"실자산","마이너스","100만원이하","당은행부채상환완료","신차구입",1700000,2,"없음",24,"없음",4,"불량"
"A0547",37,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","부채없음","신차구입",2500000,1,"없음",24,"없음",4,"우량"
"A0548",32,"전문직/사무직","4년~7년","싱글남",2,"예","자가",1,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",1900000,1,"은행",24,"없음",3,"우량"
"A0549",24,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,0,"실자산","마이너스","100만원이하","과거연체이력","오디오/TV구입",800000,1,"은행",12,"없음",4,"불량"
"A0550",35,"전문직/사무직","4년~7년","싱글남",1,"예","영구임대",1,1,"모름/없음","계좌없음","저축계좌없음","부채없음","중고차구입",11100000,2,"없음",48,"없음",2,"우량"
"A0551",23,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",4,0,"실자산","계좌없음","저축계좌없음","부채없음","수리비용",1200000,2,"없음",12,"없음",4,"우량"
"A0552",45,"비숙련거주자","7년이상","싱글남",2,"예","자가",4,0,"사회보장/생명보험","계좌없음","500~1000만원","과거연체이력","오디오/TV구입",2200000,1,"은행",6,"없음",2,"우량"
"A0553",34,"전문직/사무직","4년~7년","사별/기혼남",1,"예","자가",1,1,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",8800000,2,"없음",48,"보증인있음",1,"불량"
"A0554",27,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"자동차/기타","50만원이하","100~500만원","부채없음","신차구입",2500000,1,"없음",12,"없음",4,"우량"
"A0555",67,"관리직/자영업/숙련직/공무원","4년~7년","이혼/별거/기혼녀",1,"예","자가",4,1,"사회보장/생명보험","50만원이하","100만원이하","현재부채상환지연","학자금",1500000,2,"없음",9,"없음",4,"우량"
"A0556",22,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1700000,1,"점포",12,"없음",2,"불량"
"A0557",28,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",3,0,"자동차/기타","50만원이하","100~500만원","타은행부채과다","신차구입",2900000,2,"없음",18,"없음",3,"불량"
"A0558",29,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,1,"사회보장/생명보험","계좌없음","저축계좌없음","타은행부채과다","신차구입",6300000,2,"은행",21,"없음",1,"불량"
"A0559",27,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,0,"자동차/기타","마이너스","100만원이하","과거연체이력","가구장비구입",4400000,1,"은행",24,"없음",3,"불량"
"A0560",31,"비숙련거주자","1년미만","싱글남",1,"예","자가",2,0,"실자산","50만원이하","100만원이하","부채없음","가구장비구입",2400000,2,"없음",18,"없음",2,"불량"
"A0561",49,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,1,"모름/없음","마이너스","저축계좌없음","현재부채상환지연","중고차구입",3700000,1,"은행",24,"없음",4,"우량"
"A0562",24,"비숙련거주자","4년~7년","싱글남",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","과거연체이력","오디오/TV구입",1900000,1,"은행",24,"보증인있음",4,"불량"
"A0563",29,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","50만원이상","100만원이하","당은행부채상환완료","오디오/TV구입",900000,1,"은행",6,"없음",2,"우량"
"A0564",37,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",4,1,"모름/없음","50만원이하","저축계좌없음","현재부채상환지연","신차구입",15500000,1,"없음",36,"없음",1,"불량"
"A0565",37,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",2,1,"사회보장/생명보험","50만원이하","저축계좌없음","당은행부채상환완료","사업자금",5900000,2,"은행",24,"없음",4,"우량"
"A0566",23,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",2,1,"사회보장/생명보험","50만원이하","100~500만원","당은행부채상환완료","오디오/TV구입",1900000,2,"없음",24,"없음",3,"우량"
"A0567",36,"전문직/사무직","4년~7년","이혼/별거남",1,"예","자가",3,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","신차구입",1700000,1,"없음",12,"없음",2,"불량"
"A0568",34,"전문직/사무직","7년이상","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","1000만원이상","부채없음","오디오/TV구입",3200000,1,"없음",24,"없음",2,"우량"
"A0569",41,"전문직/사무직","4년~7년","싱글남",2,"예","자가",1,1,"자동차/기타","50만원이하","저축계좌없음","현재부채상환지연","오디오/TV구입",5000000,2,"없음",48,"없음",4,"우량"
"A0570",31,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,1,"자동차/기타","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",8500000,1,"없음",48,"없음",3,"불량"
"A0571",23,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","임대",4,1,"실자산","마이너스","100만원이하","현재부채상환지연","가구장비구입",4000000,1,"없음",24,"없음",4,"불량"
"A0572",38,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",7500000,1,"없음",30,"공동대출자있음",3,"우량"
"A0573",26,"관리직/자영업/숙련직/공무원","미취업","이혼/별거/기혼녀",1,"예","임대",4,1,"사회보장/생명보험","계좌없음","저축계좌없음","현재부채상환지연","중고차구입",6800000,1,"없음",24,"없음",2,"우량"
"A0574",22,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","사업자금",1000000,1,"없음",15,"없음",4,"우량"
"A0575",27,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,0,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1400000,2,"없음",9,"없음",4,"우량"
"A0576",24,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",3,0,"자동차/기타","계좌없음","100만원이하","부채없음","가구장비구입",3500000,2,"은행",15,"공동대출자있음",2,"우량"
"A0577",27,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",3700000,1,"없음",12,"없음",2,"우량"
"A0578",33,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,1,"자동차/기타","계좌없음","저축계좌없음","부채없음","학자금",2400000,2,"없음",24,"없음",3,"우량"
"A0579",27,"전문직/사무직","1년미만","이혼/별거남",1,"예","자가",4,0,"자동차/기타","50만원이하","100만원이하","부채없음","신차구입",3500000,2,"없음",36,"없음",4,"불량"
"A0580",27,"비숙련거주자","1년미만","사별/기혼남",1,"예","자가",3,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","재교육",1200000,2,"없음",24,"없음",4,"우량"
"A0581",30,"전문직/사무직","7년이상","싱글남",1,"예","자가",3,0,"실자산","50만원이하","100만원이하","부채없음","신차구입",1300000,2,"은행",18,"보증인있음",3,"불량"
"A0582",49,"비숙련거주자","1년미만","싱글남",2,"예","자가",3,0,"실자산","50만원이하","100만원이하","부채없음","신차구입",3900000,2,"은행",12,"없음",1,"우량"
"A0583",26,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","가구장비구입",1700000,1,"없음",9,"없음",4,"우량"
"A0584",33,"비숙련거주자","1년미만","싱글남",1,"예","임대",1,0,"모름/없음","50만원이하","100만원이하","현재부채상환지연","수리비용",3000000,1,"없음",36,"없음",4,"불량"
"A0585",52,"관리직/자영업/숙련직/공무원","7년이상","이혼/별거/기혼녀",1,"예","영구임대",4,1,"모름/없음","계좌없음","저축계좌없음","현재부채상환지연","신차구입",2700000,1,"없음",12,"없음",4,"우량"
"A0586",20,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","마이너스","100만원이하","현재부채상환지연","가구장비구입",2600000,1,"은행",18,"없음",1,"불량"
"A0587",36,"전문직/사무직","1년~4년","싱글남",2,"예","임대",2,0,"실자산","마이너스","100만원이하","부채없음","신차구입",3500000,2,"없음",9,"없음",2,"우량"
"A0588",21,"비숙련거주자","1년~4년","싱글남",1,"예","자가",1,0,"사회보장/생명보험","마이너스","100만원이하","현재부채상환지연","가구장비구입",1600000,1,"없음",12,"보증인있음",4,"우량"
"A0589",47,"비숙련거주자","1년~4년","사별/기혼남",1,"예","자가",3,1,"실자산","마이너스","100만원이하","현재부채상환지연","가전제품구입",1500000,1,"없음",18,"없음",4,"불량"
"A0590",60,"전문직/사무직","7년이상","싱글남",1,"예","자가",3,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","가구장비구입",2800000,2,"없음",12,"없음",3,"불량"
"A0591",58,"비숙련거주자","4년~7년","이혼/별거/기혼녀",1,"예","자가",3,1,"실자산","마이너스","100만원이하","부채없음","오디오/TV구입",500000,4,"없음",12,"없음",4,"우량"
"A0592",42,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,1,"자동차/기타","50만원이하","저축계좌없음","당은행부채상환완료","신차구입",2500000,2,"없음",24,"없음",4,"우량"
"A0593",36,"비숙련거주자","7년이상","이혼/별거/기혼녀",1,"예","자가",4,0,"실자산","계좌없음","1000만원이상","현재부채상환지연","사업자금",2000000,1,"은행",21,"없음",4,"우량"
"A0594",20,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,1,"사회보장/생명보험","50만원이하","100만원이하","현재부채상환지연","신차구입",3400000,1,"없음",24,"없음",3,"불량"
"A0595",40,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",3,1,"자동차/기타","마이너스","저축계좌없음","과거연체이력","기타",1700000,1,"점포",24,"없음",4,"불량"
"A0596",32,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","50만원이하","100~500만원","과거연체이력","신차구입",1200000,1,"점포",6,"없음",1,"불량"
"A0597",23,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","신차구입",1800000,2,"없음",24,"없음",4,"불량"
"A0598",36,"비숙련거주자","1년~4년","싱글남",1,"예","자가",4,1,"실자산","50만원이하","100만원이하","타은행부채과다","사업자금",5300000,3,"없음",24,"없음",1,"불량"
"A0599",31,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","신차구입",3500000,2,"은행",18,"없음",2,"불량"
"A0600",32,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",2,0,"모름/없음","계좌없음","100만원이하","당은행부채상환완료","사업자금",4800000,1,"없음",24,"없음",1,"우량"
"A0601",45,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",2900000,1,"없음",7,"보증인있음",1,"우량"
"A0602",30,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","50만원이하","100만원이하","현재부채상환지연","가구장비구입",1100000,1,"없음",9,"없음",4,"불량"
"A0603",34,"비숙련거주자","4년~7년","이혼/별거/기혼녀",1,"예","영구임대",4,0,"모름/없음","50만원이하","100만원이하","과거연체이력","학자금",2300000,1,"은행",24,"없음",4,"불량"
"A0604",28,"관리직/자영업/숙련직/공무원","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","가구장비구입",4200000,1,"없음",36,"없음",4,"불량"
"A0605",23,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",2,0,"사회보장/생명보험","50만원이상","100만원이하","현재부채상환지연","가구장비구입",1600000,1,"없음",10,"없음",4,"우량"
"A0606",22,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,1,"실자산","마이너스","500~1000만원","과거연체이력","가구장비구입",3500000,1,"점포",24,"없음",4,"우량"
"A0607",74,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",2,1,"실자산","계좌없음","100만원이하","부채없음","사업자금",5700000,1,"없음",24,"없음",3,"우량"
"A0608",50,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","영구임대",4,0,"모름/없음","50만원이하","100~500만원","현재부채상환지연","오디오/TV구입",3300000,1,"없음",36,"공동대출자있음",4,"불량"
"A0609",33,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"실자산","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",2600000,1,"없음",18,"없음",4,"우량"
"A0610",45,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,0,"모름/없음","계좌없음","저축계좌없음","현재부채상환지연","중고차구입",1600000,1,"은행",15,"없음",4,"우량"
"A0611",22,"전문직/사무직","미취업","이혼/별거/기혼녀",1,"예","자가",3,0,"사회보장/생명보험","마이너스","100~500만원","현재부채상환지연","가전제품구입",900000,1,"없음",12,"없음",4,"불량"
"A0612",48,"비숙련거주자","7년이상","이혼/별거/기혼녀",2,"예","영구임대",4,0,"모름/없음","50만원이상","100~500만원","현재부채상환지연","신차구입",1600000,1,"없음",10,"없음",1,"불량"
"A0613",29,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","마이너스","1000만원이상","현재부채상환지연","오디오/TV구입",4200000,1,"은행",21,"없음",4,"우량"
"A0614",22,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"아니오","임대",4,0,"자동차/기타","마이너스","100만원이하","과거연체이력","중고차구입",4500000,1,"은행",24,"보증인있음",1,"우량"
"A0615",22,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","계좌없음","100만원이하","당은행부채상환완료","가구장비구입",2300000,1,"없음",18,"없음",4,"불량"
"A0616",48,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",2,1,"자동차/기타","50만원이하","저축계좌없음","타은행부채과다","사업자금",15300000,1,"은행",48,"없음",2,"우량"
"A0617",27,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","영구임대",2,0,"모름/없음","50만원이하","저축계좌없음","당은행부채상환완료","오디오/TV구입",11500000,1,"없음",60,"없음",2,"우량"
"A0618",37,"전문직/사무직","1년~4년","싱글남",2,"예","임대",3,0,"실자산","마이너스","100만원이하","부채없음","신차구입",4600000,3,"없음",6,"없음",1,"우량"
"A0619",21,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","50만원이하","100~500만원","현재부채상환지연","가구장비구입",4300000,1,"없음",30,"공동대출자있음",2,"불량"
"A0620",49,"비숙련거주자","1년~4년","이혼/별거남",1,"예","자가",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","신차구입",800000,1,"없음",12,"없음",4,"우량"
"A0621",27,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,0,"사회보장/생명보험","50만원이하","100만원이하","부채없음","사업자금",4600000,2,"없음",21,"없음",2,"우량"
"A0622",32,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","신차구입",1900000,2,"은행",18,"없음",3,"불량"
"A0623",38,"전문직/사무직","1년~4년","이혼/별거남",1,"예","자가",2,0,"실자산","계좌없음","저축계좌없음","현재부채상환지연","사업자금",4900000,1,"은행",48,"없음",4,"불량"
"A0624",22,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",1,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",2300000,1,"없음",12,"없음",4,"우량"
"A0625",65,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",3300000,2,"없음",18,"없음",4,"불량"
"A0626",35,"전문직/사무직","7년이상","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","오디오/TV구입",2500000,1,"없음",15,"없음",4,"우량"
"A0627",41,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,1,"실자산","50만원이상","100만원이하","현재부채상환지연","가구장비구입",2600000,1,"없음",6,"없음",2,"우량"
"A0628",29,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,0,"모름/없음","50만원이하","100~500만원","과거연체이력","신차구입",1800000,1,"없음",9,"없음",2,"불량"
"A0629",36,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,1,"실자산","계좌없음","500~1000만원","부채없음","가구장비구입",5100000,2,"없음",42,"없음",4,"우량"
